,text,label
4282,gostaria saber ha alguma ferramenta api saber partir site visitante veio contabilizar visitantes vindos motores busca obrigado todos,"(0, 1, 0, 0)"
4283,novato ainda desenvolvimento utilizando angularjs tendo problemas acessar api code tentar acessar servico retorna json recebo seguinte mensagem erro error unexpected request get more request expected,"(0, 0, 0, 1)"
4284,formulario cadastro onde reseto campos inserir registro seguinte code problema agora campo select2 multiselect nao estao sendo resetados code coloquei apenas partes relevantes codigo caso precise ponho algo,"(0, 1, 1, 0)"
4285,fazer dashboard utilizadores preciso botao editar botao editar executado apenas faz aparecer desaparecer codigo queria saber possivel executar codigo jquery seleccionar id botao code,"(0, 1, 0, 0)"
4286,propriedade stack nao removida objecto error includestack igual code code disablestacktrace igual code config json code fazer errado code apenas serve erros 404,"(1, 0, 0, 0)"
4287,funcao altera src img code queria alterar background url style code melhor forma fazer funcao,"(0, 0, 1, 0)"
4288,input so aparece diante condicao roda script rodado novamente condicao invalida input continua aparecendo provavelmente vou ter criar outra function nao faco ideia colocar iniciante javascript html sabia procurar direito nao achei nada parecido segue javascript code html code,"(0, 0, 1, 0)"
4289,caso quero fazer botao copiar link curto site nao precisa exibir texto basta ter icone fontawesome code botao icone mostrar texto conteudo igual exemplo abaixo clicar botao copiava url curta site exemplo outro site,"(0, 0, 1, 0)"
4290,fazendo site link alem emitir mensagem clicado utiliza ancora colocar secao site destaque fazendo seguinte forma code desta maneira usuario clica link gerado alerta pagina desce ate div id destaque mostra conteudo alerta gerado alerta gerado partir funcao jquery problema link so funciona vez primeira vez clico tudo acontece direitinho so clicar outra vez link nao acontece nada percebi link ancora fica visivel url acao link nao funciona poderia resolver problema,"(0, 1, 1, 0)"
4291,objeto lista vai retornar 3 itens passo objeto assim code code pegar lista controller passar varrer model pois cada item acrescentar and in select,"(0, 1, 0, 0)"
4292,talvez duvida bem besta ja tentei diversas formas nao conseguindo pagina conta quantidade produtos porem preciso dados apresentados atraves query pagina atualizado 1 1 segundo pagina atualizada tentei algumas solucoes ajax js porem nao consegui alguem alguma dica posso fazer segue abaixo codigo php usando code,"(1, 0, 0, 0)"
4293,ola fazendo pequeno trabalho faculdade onde crianca precisa clicar imagem errada grupo outras 3 imagens clicar imagens recebe feedback mensagem certa nao aparece botao exibir resultado botao ir pra proximo grupo imagens nada div oculto passa ser visivel enquanto atual fica invisivel preciso parar onclick imagens modo so consiga clicar vez consegui fazer funcionar nao consegui fazer onclick voltar div seguinte usei dessa forma code tentei usar on nao consegui agora usando off nao chega desativar segue codigo code arquivo html code,"(0, 1, 1, 0)"
4294,boa tarde tentando buildar projeto angular porem apresenta falta modulo chamado dbkeys tentei reinstalar pacote node modules usando comando code tentei limpar cache tentei baixar modulo individualmente porem todas medidas adotadas anteriormente sucesso segue erro recebo buildar projeto angular code segue configuracoes projeto code log debug npm code src app services auth service ts code src app services configuration service ts code,"(0, 0, 0, 1)"
4295,bom fazendo projeto calcular imc html css bootstrap javascript problema nao consigo acessar valores usuarios digitam input sempre dou alert aparece tudo branco nan tento passar value objetivo acessar valor numerico dois input poder fazer calculo imc code code code,"(0, 0, 1, 0)"
4296,api node conecta banco postgresql utilizando modulo pg onde banco questao usa encoding sql ascii nao opcao mudar encoding banco pois prefeitura cidade faco busca tabela campo contem caracteres especiais exemplo code seguinte retorno code pesquisas andei fazendo descobri code codigo unicode letra code inclusive consigo traduzir string utilizo metodos javascript code porem resposta duas barras code sendo assim todos metodos tentei utilizar nenhum funcionou obviamente tambem tentei fazer code entao tentar utilizar decode nao sucesso coloco string pagina html utf8 mostra seguinte forma code 1 barra sendo objetivo mostrar palavra correta onde errando,"(1, 0, 0, 0)"
4297,tentando receber notificacoes transacao porem nao retornando nada alguem alguma ideia onde posso ter errado usando node js code,"(1, 0, 0, 0)"
4298,recebendo seguinte erro code errado codigo code,"(0, 1, 0, 0)"
4299,code desta maneira carregando imagem code normal preciso carregar imagens caminhos array code dentro laco code faco tendo tempo carregamento code,"(0, 1, 0, 0)"
4300,fazer pagina code usar localmente pc windows precisava alguma forma saber modo browser code pretendia apresentar frase iria mudar consoante modo exemplo incognito mode pagina modo anonimo normal mode pagina modo normal ja tentei exemplo jsfiddle sucesso edit1 consegui obter resultado pretendido exemplo jsfilddle tal mencionou tommelo caso fiz upload servidor entanto preciso usar localmente necessidade usar server existe alguma outra forma fazer,"(0, 0, 1, 0)"
4301,codigo code gostaria valores variavel code recebidos via ajax entao adaptei seguinte forma code dai valores nao estao sendo interpretados codigo abaixo segue codigo arquivo autocomplete php gera result formato esperado deveria ser interpretado javascript code resultado final sera faco pra receber resultado via ajax armazenar variavel,"(0, 0, 1, 0)"
4302,gerando pdf servidor nodejs pronto quero enviado cliente baixado tudo atraves requisicao get arquivo sera gerado servidor armazenado endereco especifico sera devolvido requisicao get tambem pode ser enviado atraves click link tudo preciso descobrir enviar pdf cliente,"(1, 0, 0, 0)"
4303,tentando fazer seguinte tela aparecer 0 36 momento clicar algum numeros valor frente zerar tempo frente todos outro numeros somar 1 valor assim diante cada clique algum numeros va alterando valores travei neste codigo code,"(0, 0, 1, 0)"
4304,aplicacao asp net mvc formulario termina seguinte forma code preciso assim usuario clicar botao salvar surja pop up alerta informacao pra botao ciente cancelar informacoes entao formulario so serao enviado banco apos confirmacao ciente pop up nao usuario clicar salvar inicial forma simples fazer,"(0, 1, 0, 0)"
4305,gostaria ajuda voces montar expressao verificar existe 3 barras dentro url javascript exemplo nao pega pega irei utilizar expressao metodo test,"(0, 0, 1, 0)"
4306,bloquear scroll whell mouse code utilizando javascript jquery,"(0, 1, 0, 0)"
4307,tentando enviar code code code code via code veja array code tentando enviar seguinte forma code meucontroller assim code debugar recebido null controller pois inves enviar code javascript enviado code tentei usar json parse code funcionado apenas apenas item array dois caso seguinte erro retornado syntaxerror json parse unexpected non whitespace character after json data at line 1 column 3 of the json data jquery 1 8 2 js line 578 eval 126 71 alguem poderia ajudar nisso,"(0, 1, 0, 0)"
4308,aprendendo angular js tendo dificuldades codigo seguinte code sempre coloco dados formulario nao actualiza tabela code favor ajude obrigado,"(0, 0, 1, 1)"
4309,php podemos converter quebra linha code atraves funcao code javascript posso fazer maneira segura decidi fazer pergunta porque nao sei simples code cabe todos casos quebra linha,"(0, 0, 1, 0)"
4310,boa tarde dificuldade seguinte site fazer slider logo clientes fique duas colunas mobile desktop 4 colunas usando caroufredsel 6 2 1 parece lib descontinuada entao referencias,"(0, 1, 0, 0)"
4311,gostaria saber faco caso usuario digite login usuario senha invalido apareca mensagem login invalido segue codigo ja fiz code code code code code message messageloginvalido,"(0, 0, 1, 1)"
4312,duas paginas onde recebe dados escrevendo nome produto descricao code vai enviar dados anterior code funcionam paginas separadas faco funcionarem dentro frames,"(0, 0, 1, 0)"
4313,bom dia tendo problema jobs aplicacao dou kue listen job so console log hello aparece erro code alguem sabe pode ser,"(1, 0, 0, 0)"
4314,iniciante enfrentando problemas linkar scripts css imagens seguinte estrutura pastas site so exemplo code supondo todas paginas site cabecalho igual entao importar todas css code pagina inicial facil chamar css pagina code ponto vista code estilo code nao existe queria saber linkar porque completa desorganizacao deixar todas paginas pasta raiz,"(0, 0, 1, 0)"
4315,documento html tabs ok agora dentro dessas tabs form onde coloco controles nao consegui colocar dentro desse form tabs forma documanto dentro duas tabs dentro dessas tabs controles forms nao div tabs 2 ja tab faz parte tab principal dentro dessa tab form dentro alguns controles querendo colocar duas tabs dentro desse form dentro tab intencao pergunta nao sei porque levou downvote subtab sao novas tabs estarem dentro tab principal posicao tabs deverao estar final pagina code,"(0, 0, 1, 0)"
4316,code toda pagina exemplo empresa htm apenas html container assim usuario acessa site www x br empresa htm nao importa css js index perde toda formatacao site queria saber fazer acessar www x br empresa htm importasse todo css js aproveitando pergunta queria saber tipo site nao contendo estrutura completa cada pagina compromete alguma coisa seo indexacao google coisas porque li alguns lugares afetam seo,"(0, 1, 1, 0)"
4317,code significa linha abaixo desse codigo nao entendi principalmente parte chaves code,"(0, 1, 0, 0)"
4318,ola gostaria saber faco pegar valores campo value varios checkboxes selecionados guardar variavel jquery separado virgulas usar campo id ja ja sendo usado label,"(0, 1, 0, 0)"
4319,preciso arquivo audio messenger usar api google cloud speech api audio recebido messenger gerada url faz download desse arquivo mp4 posso partir dessa url recuperar audio usar api google,"(1, 0, 0, 0)"
4320,criando site usando angular unico input existente required nao funcionando clicando botao submit enviando dado vazio banco pode ser code code,"(0, 0, 1, 1)"
4321,bom pessoal muita dificuldade validar pagina ajax creio problema arquivo conexao php pesquisei inumeros formularios nao queria algo tao complexo tantas validacoes so algo simples vou postar arquivos clico entrar continua levando pagina php inves fazer tudo segundo plano recarregar mensagens erro sucesso tambem nao aparecem div error login js code code code,"(0, 0, 1, 0)"
4322,ola funcao aqui code chamo usuario clica code quero abre nova aba nao feche atual nao guia pop up parece code nao funcionando normalmente alguma coisa pra fazer funcao javascript pra fazer,"(0, 0, 1, 0)"
4323,cenario usuario central gerente hotel vai ficar monitorando 24 hs status quartos tempo real quartos possuem 3 status 1 uso 2 manutencao limpeza 3 disponivel atualizacao desse status pode vir varios usuarios exemplo serventes acabaram entrar quarto iniciar limpeza gerente precisa saber acontecendo quartos tempo real bastaria fazer refresh pagina gerente cada vez servente inserisse algum registro banco dados acontece facebook exemplo caso nada inserido banco dados pagina nao precisa atualizar tudo mente refresh automatico pagina acontecera cada segundo estipulado insercao bd nao faria 1 dentro code usar seguinte tag meta code onde x tempo expl x 1 1s 2 poderia usar javascript settimeout pagina chamar si mesma cada x segundos 3 poderia fazer combinacao settimeout ajax acho existem tecnicas modernas alcancar objetivo nao engano novato nodejs gostaria saber apropriado usar nodejs nesse cenario detrimento tecnicas citadas anteriormente ja domino caso usar node implementaria codigo atualizar pagina gerente respondendo evento insert banco dados feito outro usuario,"(1, 0, 0, 0)"
4324,encontrando dificuldades realizacao calculo formulario queria poder somar dias data selecionada usuario vi ha forum varios exemplos dias especificados hoje data escolha dias ja previsto contudo gostaria livre escolha usuario preciso data escolhida calendario portugues ja fiz usando datepicker desativei calendario feriados alguns dias semana sextas sabados domingos calculos achei nao consigo acoplar calendario escolha nao experiencia area nao sei sobre codigo tentando aprender sozinha projeto code code,"(0, 1, 1, 0)"
4325,preciso recuperar dados formulario html enviar arquivo excel existe alguma forma javascript php,"(0, 0, 1, 0)"
4326,fazendo pagina vai enviar formulario javascript jquery nao forma comum intuito feito nao precisar recarregar pagina nao conseguindo implementar invisible recaptcha nesse sistema apos ler documentacao encontrei codigo colocado formulario acredito inclui codigo enviar formulario formulario code linha code chama tal funcao usuario passar teste nao ajuda caso contar apesar ser inivisible ainda aparece simbolo recaptcha entendi logo carregar recaptcha ja gera codigo porem preciso acessa lo javascript envia lo servidor alguem souber alguma forma resolver ajude favor gostaria inclusive nao incluir div html,"(0, 0, 1, 0)"
4327,bom desenvolvendo campo pesquisa aplicacao onde usuario digita endereco nome estabelecimento sistema retorna dinamicamente resultados porem resultados preciso retornar distancia usuario estabelecimento cada resultado distancia calculada distance matrix api inserir resposta preciso usar innerhtml problema preciso capturar id class elemento criado query chamou funcao dar echo posso pegar id elemento variavel pesquisa pode retornar 3 10 resultados exemplo saber id cada segue javascript code segue php code,"(0, 0, 1, 0)"
4328,campos formulario requer seguinte validacao deve conter 6 numeros sendo ultimo deve ser resultado soma demais caso soma maior 10 deve somar todos algarismos resultado ate novo resultado atenda requisito caso soma 10 valor considerado sexto numero numero registro 0 html code javascript code,"(0, 0, 1, 0)"
4329,projeto formulario ser dinamico exemplo preencher nome idade aparece outros campos endereco assim diante gostaria alguma dica fazer javascript jquery code,"(0, 1, 1, 0)"
4330,salve galera tentem ajudar favor novo nodejs express nao conseguindo pegar input file ejs mando rota ja chega undefined arquivo server js code html code arquivo rota code pego valor req body la todos objetos form req file sempre undefined usando middleware connect multiparty errando algo preciso propriedades arquivo contido file fazer upload api usando form data alguem consegue dar ajuda ai vlw,"(1, 0, 0, 0)"
4331,quero aprender forma dar toggle lista dentro lista forma bem eficiente code jeito tentei nao funciona pq disparar toggle todos sao afetados trabalhoso fazer cada lista respectivas listas resumindo posso disparar toggle listas disparar outras aqui forma tentei demo here code code,"(0, 1, 1, 0)"
4332,possivel criar efeito transicao tipo slide usando router outlet aplicacao construida angular native script criando efeito botao qualquer outro elemento tudo bem problema tento fazer dinamicamente exemplo code gostaria adicionar efeito transicao slide direcionar pagina expense details,"(0, 0, 0, 1)"
4333,eae galera probleminha dar retry post usando axios caso exceda timeout tentando implementar biblioteca junto axios nao funciona vamos codigo code poder dar help agraco,"(1, 0, 0, 0)"
4334,basicamente quero funcao abaixo retorne boolean saiba transacao ocorreu sucesso nao code apesar tentativas valor code nao alterado dentro funcao passada parametro code noto coloco comentarios logo antes code escrito final funcao impresso antes comentarios presentes dentro funcao code posso ordenar execucao funcoes variavel local setada corretamente,"(1, 0, 0, 0)"
4335,trabalhando projeto rails onde view projeto possuo varios combobox onde inicio gostaria apenas habilitado acordo valor selecionado outros liberados acho interessante usar javascript jquery fazer porem pouco conhecimento ambos alguem indica fazer luz possa seguir segue codigo tentei porem nao deu certo code,"(0, 1, 0, 0)"
4336,tentando criar code recebe opcoes via javascript jquery dados estao armazenado array exemplo code nao aparecem code nao funciona nesse caso,"(0, 1, 0, 0)"
4337,utilizando seguinte material referencia criei arquivos estrutura apresentada material aprender sobre rotas angularjs disponibiliza colocando arquivos diretorio root apache nome projeto code sendo url aplicacao code acesso aplicacao funciona normalmente porem tira nome aplicacao url acessar aplicacao ficando apenas code alem colocar url dessa forma code clicamos link code code code impossibilitando conteudos outros arquivos html exibidos atraves rotas app js code controllers js code index html code outros arquivos html nao irei postar porque sao simples logica acima,"(0, 0, 0, 1)"
4338,trocar conteudo iframe internamente alterar url site exemplo usuario entrou site code nele contem iframe code nesse iframe link faco inves usar varios iframes pagina possa ir mudando conteudo iframe caso link apenas menu suspenso ser clicado conteudo iframe alterado igual playlist menu suspenso acima iframe clicar link iframe alterado outro caso igual ai cima gostaria fazer unica pagina html,"(0, 0, 1, 0)"
4339,menu abas conforme vai selecionando abas vai mudando conteudo mudanca abas code duvida limpar dados aba anterior selecionar outra aba imagem menu chamo code menu onde escolhida opcao desejada code dados refiro sao usuario digita caso usuario digite algo area code logo mudar code dados informou code sumirao imagem incluir funciona chamado iframe code,"(0, 0, 1, 0)"
4340,problema precisava chamar metodo java dentro arquivo javascript exemplo java code preciso via arquivo js enviar objeto classe java responsavel metodo inserir realizar insercao usuario ps infelizmente nao posso realizar via html jsf jsp,"(0, 1, 0, 0)"
4341,preciso fazer seguinte label cima controle baixo labels peguei exemplo propria pagina code nao dando certo abaixo codigo code retirar parte controles select code fica tudo mesma linha quero label cima controle baixo,"(0, 0, 1, 0)"
4342,clico botao code pagina simulacao id outro botao requisita js so funciona atualizar pagina code routes code acabei nota clicando qualquer link botao fica funcao code luz d,"(0, 1, 0, 0)"
4343,ola novo aqui assim novo conhecimentos js jquery tentando passar resultado variavel seletor jquery especificamente querendo passar meio evento click nome id dentre diversos existentes pois sao criados dinamicamente variavel capturado id possa utiliza lo seletor referenciar classes id s nome passo codigo queria fazer code reforcando variavel ora usada selecionar id s ora class s entao imagino uso conjunto talvez problema basico saber vai socorrer longas longas horas pesquisas infrutiferas internet pedidos vou colar parte codigo formulario aqui nao concluido necessita complementos ainda querendo saber sobre duvida inicial code obrigado,"(0, 1, 0, 0)"
4344,desenvolvendo sistema pedidos lanchonete pizzaria vamos supor garcom faca pedido tablet android mesa cliente cliente vai faz pedido recepcao windows dependendo pedido devera ser impresso impressora diferente exemplo caso pedido x salada devera ser impresso impressora setor cozinha correspondente caso pedido pizza devera ser impresso outro setor correspondente pizza alguem poderia indicar algum artigo comandos fim hora imprimir determinada impressora hora outra impressora haver codificacao cada sistema operacional mesma serviria ambos obs impressoras sao todas impressoras termicas epson farei teste windows android poderia fazer gerenciamento impressao tambem interessante windows phone pois foco atendimento garcons tablet menor custo independente sistema operacional arquitetura proposta onde cada tablet impressoras instaladas saissem comando impressao acordo tipo pedido todas estacoes acessariam sistema via internet servidor dentro estabelecimento onde nada relacao sistema necessario instalar estacoes alem impressoras foco trabalhar impressoes impressoras via android sugerido sinal achei boa sugestao utilizarei outra arquitetura mostrada imagem nova duvida posso enviar dados aplicacao on line utilizando tablet servidor local principio pensei enviar utilizando ajax aparentar ser solucao simples ate momento nao encontrei referencia enviar solicitacao ajax servidor local atraves aplicacao on line,"(0, 1, 0, 0)"
4345,pequeno empecilho aplicacao grid check box check box marcar todos quero funcao desmarque check box marca todos nao todos check box grid marcado code concluindo quero chkmarcatodos marcado todos cad selecionado marcado chkmarcatodos desmarcado caso algum cad selecionado desmarcado,"(0, 0, 1, 1)"
4346,preciso acessar objeto json array exemplo seguinte objeto lado cliente code server var arr req query detalhe i in arr console log arr i nossonumero nao funcionando aparece undefined console,"(1, 0, 0, 0)"
4347,nao conseguindo casas decimais corretas onde erro code code agradeco,"(0, 1, 0, 0)"
4348,trabalhando sistema tecnico instalacao internet linha preciso preencher tabela numero x instalacao tipo ate ai tudo bem fazendo code tipo agrupando saber quantas instalacoes cada tipo tecnico fez resultado banco gera preciso pegar resultado linha especifica coluna code jogar tabela code codigo php conexoes banco code,"(0, 0, 1, 0)"
4349,tentando dar code atraves funcao vi documentacao possuem metodo code porem tentei estanciar tanto code quanto code code porem recebo error error uncaught in promise error staticinjectorerror appmodule matformfield changedetectorref staticinjectorerror platform core matformfield changedetectorref nullinjectorerror provider changedetectorref nao consigo colocar provider app module servico,"(0, 0, 0, 1)"
4350,ola tudo bem gostaria fazer menu lateral carregamento pagina lado so selecionar item menu nao quero carregada 100 pagina sim apenas parte especifico ja tentei criar masterpage chamando pagina conteudo porem nao resulto espero segue exemplo imagem code mostra imagem gostaria carregar apenas parte ta branco conteudo,"(0, 0, 1, 0)"
4351,barra progresso usando keyframe code code funcionando perfeitamente gostaria inserir contador progresso abaixo exemplo 1 10 ate chegar tamanho widht,"(0, 0, 1, 0)"
4352,desenvolvendo aplicacao web venda produtos preciso clicar botao adicionar item factura sistema adicione tabela ai naquele espaco branco respectivo item selecionado select produtos posso fazer atraves id produto selecionado ideia adicionar diferentes itens factura,"(0, 1, 0, 0)"
4353,pagina varios elementos estaticos carregam elementos dinamicos basicamente todos code distribuidos code via ajax elementos dinamicos utilizam varias funcoes relativamente ligadas cada entao carrego elemento x preciso funcoes x carrego elemento y funcoes y duvidas correto carregar parte script cada funcoes referentes elemento carregado somente carregar tal elemento pois scripts ficariam dentro divs ideal script todas funcoes carregando code iria carregar muita funcao desnecessaria existe autoload alguma forma dinamica carregamento scripts,"(0, 1, 0, 0)"
4354,ola novo desenvolvimento gostaria saber existe alguma maneira ocultar informacoes variaveis angularjs usando api mongolab nao queria deixar apikey visivel qualquer pessoa debugar codigo navegador rodando aplicacao nodejs expressjs codigo server gerado atraves code dessa maneira code logo seguida code segue codigo controller code,"(1, 0, 1, 1)"
4355,novo angularjs gostaria entender realmente serve scope answer nao encontrei nada documentacao oficial web apenas vi exemplo peguei tutorial nao entendi importancia,"(0, 0, 0, 1)"
4356,sistema mostra resultado consulta nessa pagina botao imprimir porem preciso fazer clicar botao imprimir imprima outra pagina formatada ter abri la caso fazer acontece download abrir fechar automaticamente seguinte codigo pagina principal index php code,"(0, 1, 0, 0)"
4357,code,"(0, 0, 0, 1)"
4358,segue arquivo cronometro mostra tempo input queria mostrasse tambem barra titulo navegador minimizado quero tempo mostrado titulo janela forma dinamica atualizada tempo tempo caso cada segundo acho fazer algo document title tempo cronometro pego tempo mostrado input html code,"(0, 1, 0, 0)"
4359,possivel utilizar code dentro code fazendo codigo onde passo code code dentro code outro code assim dentro code quero chamar code onde encontra conteudo codigo resumido code codigo completo jsf,"(0, 0, 1, 0)"
4360,possuo tabela form wizard assim clico adicionar item chamo funcao adiciona linha tabela adicionar novo item ser comprado cliente tabela cada clique adiciona item possui funcao autocompletar campo titulo busca valores codigo valor unitario quantidade disponivel banco dados preenche automaticamente campos estao disabled conforme estao foto acima input quantidade vendida deve ser inserido manualmente usuario segue imagem abaixo trecho citado acima logo abaixo inputs adiciona desconto outro deveria mostrar valor total venda baseado informacoes acima segue imagem problema nao consigo realizar calculo saber valor total calculo deve ser baseado valor unitario quantidade vendida cada item numero estatico itens saberia cada clique botao adicionar item faz gere novos valores faco calcular valor total codigo funcao autocompleta adiciona valores inputs disabled code,"(0, 1, 0, 0)"
4361,preciso configurar padding cabecalhos datatable bootstrap atraves javascript css pois setas estao ficando proximas titulos cabecalho ficando desordenadas colunas sao dimensionadas tentei usar js nao consegui alguem sabe ajudar code code code,"(0, 1, 0, 0)"
4362,todos outros divs fecham clico abrir outro div home nao fecha code,"(0, 0, 1, 0)"
4363,pagina inteiramente slide apenas menu lado gostaria saber faco abrir pagina diretamente determinado slide ja tentei metodo comum conhecido acrescentando id cada item slide lista li chamo pagina passando link mesma id slide quero abrir porem nada acontece sempre abre primeiro item slide alguem ideias grande ajuda obrigado code chamando item code,"(0, 0, 1, 0)"
4364,exemplo imagem abaixo cliquei botao abrir pequena janela,"(0, 0, 1, 0)"
4365,ja sei fazer abrir outra janela quero fechar atualizar site codigo code,"(0, 0, 1, 0)"
4366,faco pegar todos valores checkbox marcados passar pra get code code,"(0, 1, 0, 0)"
4367,gist referente pergunta classe event metodo q chama snapdbeventos porem coloco objeto la dentro tento definir valores variaveis objeto ocorre seguinte erro print db,"(0, 0, 0, 1)"
4368,codigo onde mostra dias semana ai pra cada dia semana 3 acoes 1 select opcoes 2 botao abre modal colocar observacao 3 input anexa pfd png nisso vai incrementando ngfor ngfor botao pra finalizar onde devo gravar todos dados usuario colocou 3 acoes todos dias semana questao consigo fazer ultimo botao finalizar capture todos dados levando conta preciso saber pra dia colocou 3 acoes html ngfor code vem botao code ts code alguem poderia ajudar obs dias vem db junto horas,"(0, 0, 0, 1)"
4369,gostaria saber deixar tela style opacity clicar componente ion fab igual imagem abaixo desde ja obrigada,"(0, 0, 0, 1)"
4370,campo number onde preciso digitado valor 0 25 caso usuario digite numero acima 25 nao permita tentei usar max 25 so bloqueie caso pessoa nao digite algum jeito fazer jquery code,"(0, 1, 1, 0)"
4371,fazendo tcc utilizando ionic 4 firebase authentication realtime database faz alguns dias acabei travando tento recuperar somente usuario banco dados usuario sao salvos id utilizada mesma auth tentei trazer todos usuarios salvos banco funcionou problemas tentar trazer somente 1 usuario usuario logado nao funcionando erro recebo seguinte type observable is missing the following properties from type usuario nome curso idade telefone and 2 more ts 2740 sao codigos usando service code arquivo typescript code erro acontece tento colocar dados pego banco variavel usuario possa utilizar mesma html mostrar dados ja tentei cria observable angularfireobject inumeras outras solucoes vi ai nada deu certo alguem sabe oque posso fazer,"(0, 0, 0, 1)"
4372,problema seguinte fiz calculadora input resultado code inserir numero nela so clicando botoes fiz mostra foto seguir porem chegar final input nao segue ultimo caractere pois so faria input foco digitando nele posso fazer input sempre seguir ultimo caractere segue abaixo projeto codepen projeto calculadora codepen,"(0, 0, 1, 0)"
4373,desenvolvendo botao tocar audio determinadas partes site exemplo ter narracao determinado paragrafo quero fazer dinamicamente exemplo colocando determinada classe data ira buscar diretorio faixa selecionada tentei fazer codigo menos ideia mente dessa funcao code,"(0, 1, 0, 0)"
4374,precisando saber tamanho px campo input foco top tela dar scrolltop campo foco ficar topo tela ideia problema seguinte trabalhando mobile utilizando metodos hibridos desenvolver motivo code code code outros meio web desenvolver preciso solucao generica qualquer pagina pessoa navegando pegue campo sendo digitado coloque topo pagina pagina sentido code pois cada code code code sendo visualizada code porem restantes ficam code mediante especificacoes desenvolver comecei fazer algumas coisas porem nao sei continuar segue codigo code porem conforme utilizei tudo manual preciso pegar campo foco,"(0, 1, 0, 0)"
4375,ola grande problema javascript preciso campo input formatado seguinte forma aceite apenas numero pontos aceite apenas ponto apos ponto so aceite 8 casas decimais parte aceitar apenas numero apenas ponto consegui perfeitamente quebrando cabeca casas decimais segue fiddle,"(0, 1, 0, 1)"
4376,porque nao redireciona pagina digitada url code code,"(0, 0, 1, 0)"
4377,duvida sobre servidor nodejs funciona multiplos usuarios contextualizar digamos crie variavel lado servidor valor dessa variavel sera sobrescrito outra pessoa tambem acessar mesma rota mesma hora,"(1, 0, 0, 0)"
4378,tentando aprender pouco sobre canvas jogos html5 code code gostaria inserir imagem png fundo canvas visto tentei usar css index html deu tela preta conflito code tentei tambem desenhar imagem fundo player deu conflito tambem acredito problema solucao code alguma sugestao,"(0, 0, 1, 0)"
4379,dificuldade criar crud angular 4 tentando criar formulario colocando valor objeto nele conseguir edita lo segue exemplo code,"(0, 0, 0, 1)"
4380,fazendo curso node js neste tutor utiliza md5 criptografar senha li alguns artigos md5 ñ seguro recomendada utilizar node js obrigado,"(1, 0, 0, 0)"
4381,galera aplicacao desenvolvida eletron gostaria saber possivel fazer sobrepor outro aplicativo background ex toda vez aplicativo receber pedido aplicativo deveria mostrar imediatamente tela usuario,"(1, 0, 0, 0)"
4382,desenvolvendo aplicativo nw js preciso proteger imagens videos serao distribuidos existe alguma forma fazer node js,"(1, 0, 0, 0)"
4383,codigo code aplicacao recurso autocomplete comunica arquivo code partir teclas digitas usuario retorna seguinte codigo exemplo usuario digitar input nome code autocomplete ira retornar label agostinho value 1 entretanto dificuldades repassar retorno funcao code pois aparentemente javascript interpreta string comum nao objeto veja imagem abaixo variavel code estatica interpretada objeto ja variavel code interpretada string comum posso converter resultado retornado autocomplete objeto javascript,"(0, 0, 1, 0)"
4384,procurando forma criar mascaras valores tabela asp net atualmente exibindo valores assim code valores estao saindo assim gostaria colocar pontos milhares virgulas centavos alem tirar horario data ex r 1 245 50 02 2016,"(0, 0, 1, 0)"
4385,gostaria saber chamar mesma tela so campos vazios mesma tela so inicio informacoes usuario informou exemplo campos campos,"(0, 0, 1, 0)"
4386,bom dia preciso digitar numero processo clicar lupa processo va pra caixa select multiple conforme imagem anexo porem preciso processo varias vezes ir populando select multiple clicar botao selecionar valores selecionados aparecam caixa texto tela principal pois caixinha modal hj so consigo inserir processo procurar outro processo clicar lupa substitui ja caixa inves acrescentar grata,"(0, 1, 0, 0)"
4387,bom trabalhando code code desenvolvendo code onde code produz gerencia conteudo caso questao code outro site consumira code onde listar todos produtos dentro code varios itens imagens categoria subcategoria outros consumindo code via code efetuando comando code porem tendo problemas acessar itens produtos exemplo imagens code fiz seguinte maneira code code onde acesso code fiz seguinte funcao code identifica primeiro code code code code envia faco code site recebendo code faco code code dentro deste code tentando acessar itens produto imagens codigo seguinte forma code code retornando code parte processo errando tentei acessar outras categoria tambem nao funcionando dou code retorna apenas itens realmente estao mesma tabela produto exemplo nmproduto vlunit unitemestoque outros,"(0, 1, 0, 0)"
4388,boa tarde gostaria converter codigo abaixo javascript code alguem poderia auxiliar,"(0, 1, 0, 0)"
4389,mensagem deseja realmente transferir perguntas faco remover replace inicio mensagem traco segue funcao imprime mensagem code,"(0, 1, 0, 0)"
4390,criei interceptor mande cabecalho requisicao token acesso api porem realizar chamada http nao acionado segue implementacoes auth interceptor ts code appmodule ts code appcomponent ts code edit summonerservice ts code poderiam ajudar alguma pista ocorrendo att,"(0, 0, 0, 1)"
4391,botao transferir gostaria usuario entrar tela fique desabilitado somente apos selecao combos combo1 combo2 botao fique habilitado trabalhando jsf segue codigo tela code,"(0, 1, 0, 0)"
4392,fazendo ui canvas onde apenas parte central redimensionada reencaixada bordas tudo funciona perfeitamente porem conforme tamanho aumenta smooth bordas tambem queria saber remove lo imagem base resultado final trecho onde imagem redimensionada reencaixada code encontrei resolver colocar codigo abaixo detnro carregamento imagem code,"(0, 0, 1, 0)"
